[2026-06-04 06:51:23] iteration        1/  100000 | consumed samples:        16384 | elapsed time per iteration (ms): 446213.5 | throughput per GPU (TFLOP/s/GPU): 36.7 | learning rate: 2.000000E-07 | global batch size: 16384 | lm loss: 1.319770E+01 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 10.580 | num zeros: 262293552.0 | params norm: 13415.513 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:53:47] iteration      312/  100000 | consumed samples:      5111808 | elapsed time per iteration (ms): 45585.0 | throughput per GPU (TFLOP/s/GPU): 359.1 | learning rate: 6.240000E-05 | global batch size: 16384 | lm loss: 4.662869E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.558 | num zeros: 276200608.0 | params norm: 13402.566 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:54:33] iteration      313/  100000 | consumed samples:      5128192 | elapsed time per iteration (ms): 45936.5 | throughput per GPU (TFLOP/s/GPU): 356.4 | learning rate: 6.260000E-05 | global batch size: 16384 | lm loss: 4.759942E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 4.996 | num zeros: 265342272.0 | params norm: 13402.491 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:55:20] iteration      314/  100000 | consumed samples:      5144576 | elapsed time per iteration (ms): 47110.6 | throughput per GPU (TFLOP/s/GPU): 347.5 | learning rate: 6.280000E-05 | global batch size: 16384 | lm loss: 4.675825E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.302 | num zeros: 276099424.0 | params norm: 13402.413 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:56:06] iteration      315/  100000 | consumed samples:      5160960 | elapsed time per iteration (ms): 46392.4 | throughput per GPU (TFLOP/s/GPU): 352.9 | learning rate: 6.300000E-05 | global batch size: 16384 | lm loss: 4.632286E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 2.303 | num zeros: 265667584.0 | params norm: 13402.336 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:56:52] iteration      316/  100000 | consumed samples:      5177344 | elapsed time per iteration (ms): 46204.7 | throughput per GPU (TFLOP/s/GPU): 354.3 | learning rate: 6.320000E-05 | global batch size: 16384 | lm loss: 4.618134E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 1.962 | num zeros: 277590720.0 | params norm: 13402.257 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:57:39] iteration      317/  100000 | consumed samples:      5193728 | elapsed time per iteration (ms): 46267.4 | throughput per GPU (TFLOP/s/GPU): 353.8 | learning rate: 6.340000E-05 | global batch size: 16384 | lm loss: 4.620632E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.429 | num zeros: 260893104.0 | params norm: 13402.179 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:58:25] iteration      318/  100000 | consumed samples:      5210112 | elapsed time per iteration (ms): 46463.9 | throughput per GPU (TFLOP/s/GPU): 352.4 | learning rate: 6.360000E-05 | global batch size: 16384 | lm loss: 4.595614E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 1.826 | num zeros: 258541424.0 | params norm: 13402.100 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:59:11] iteration      319/  100000 | consumed samples:      5226496 | elapsed time per iteration (ms): 45961.8 | throughput per GPU (TFLOP/s/GPU): 356.2 | learning rate: 6.380000E-05 | global batch size: 16384 | lm loss: 4.624025E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 4.129 | num zeros: 268730688.0 | params norm: 13402.021 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:59:58] iteration      320/  100000 | consumed samples:      5242880 | elapsed time per iteration (ms): 46962.1 | throughput per GPU (TFLOP/s/GPU): 348.6 | learning rate: 6.400000E-05 | global batch size: 16384 | lm loss: 4.603701E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.173 | num zeros: 263291872.0 | params norm: 13401.941 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 11:00:46] iteration      321/  100000 | consumed samples:      5259264 | elapsed time per iteration (ms): 47596.5 | throughput per GPU (TFLOP/s/GPU): 344.0 | learning rate: 6.420000E-05 | global batch size: 16384 | lm loss: 4.585447E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.353 | num zeros: 268973856.0 | params norm: 13401.861 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 11:01:32] iteration      322/  100000 | consumed samples:      5275648 | elapsed time per iteration (ms): 45913.9 | throughput per GPU (TFLOP/s/GPU): 356.6 | learning rate: 6.440000E-05 | global batch size: 16384 | lm loss: 4.582093E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.009 | num zeros: 274103104.0 | params norm: 13401.778 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 11:02:18] iteration      323/  100000 | consumed samples:      5292032 | elapsed time per iteration (ms): 46207.7 | throughput per GPU (TFLOP/s/GPU): 354.3 | learning rate: 6.460000E-05 | global batch size: 16384 | lm loss: 4.606246E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.461 | num zeros: 265202256.0 | params norm: 13401.697 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 11:03:04] iteration      324/  100000 | consumed samples:      5308416 | elapsed time per iteration (ms): 46465.5 | throughput per GPU (TFLOP/s/GPU): 352.3 | learning rate: 6.480000E-05 | global batch size: 16384 | lm loss: 4.559641E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 1.593 | num zeros: 279531296.0 | params norm: 13401.614 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 11:03:50] iteration      325/  100000 | consumed samples:      5324800 | elapsed time per iteration (ms): 45685.8 | throughput per GPU (TFLOP/s/GPU): 358.4 | learning rate: 6.500000E-05 | global batch size: 16384 | lm loss: 4.517318E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 1.656 | num zeros: 269826336.0 | params norm: 13401.532 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 11:04:37] iteration      326/  100000 | consumed samples:      5341184 | elapsed time per iteration (ms): 46753.4 | throughput per GPU (TFLOP/s/GPU): 350.2 | learning rate: 6.520000E-05 | global batch size: 16384 | lm loss: 4.526450E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.211 | num zeros: 284771680.0 | params norm: 13401.449 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 11:05:24] iteration      327/  100000 | consumed samples:      5357568 | elapsed time per iteration (ms): 47783.4 | throughput per GPU (TFLOP/s/GPU): 342.6 | learning rate: 6.540000E-05 | global batch size: 16384 | lm loss: 4.538172E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.640 | num zeros: 273160288.0 | params norm: 13401.365 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 11:06:12] iteration      328/  100000 | consumed samples:      5373952 | elapsed time per iteration (ms): 47190.7 | throughput per GPU (TFLOP/s/GPU): 346.9 | learning rate: 6.560000E-05 | global batch size: 16384 | lm loss: 4.588438E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 4.733 | num zeros: 263719728.0 | params norm: 13401.283 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 11:06:58] iteration      329/  100000 | consumed samples:      5390336 | elapsed time per iteration (ms): 46034.2 | throughput per GPU (TFLOP/s/GPU): 355.6 | learning rate: 6.580000E-05 | global batch size: 16384 | lm loss: 4.568911E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.093 | num zeros: 264621008.0 | params norm: 13401.200 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 11:07:44] iteration      330/  100000 | consumed samples:      5406720 | elapsed time per iteration (ms): 46327.7 | throughput per GPU (TFLOP/s/GPU): 353.4 | learning rate: 6.600000E-05 | global batch size: 16384 | lm loss: 4.528650E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 1.652 | num zeros: 266501248.0 | params norm: 13401.116 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 11:08:30] iteration      331/  100000 | consumed samples:      5423104 | elapsed time per iteration (ms): 46225.1 | throughput per GPU (TFLOP/s/GPU): 354.2 | learning rate: 6.620000E-05 | global batch size: 16384 | lm loss: 4.523903E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.857 | num zeros: 276375200.0 | params norm: 13401.033 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 11:09:16] iteration      332/  100000 | consumed samples:      5439488 | elapsed time per iteration (ms): 46142.5 | throughput per GPU (TFLOP/s/GPU): 354.8 | learning rate: 6.640000E-05 | global batch size: 16384 | lm loss: 4.568237E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 2.488 | num zeros: 270469952.0 | params norm: 13400.950 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 11:10:04] iteration      333/  100000 | consumed samples:      5455872 | elapsed time per iteration (ms): 47162.4 | throughput per GPU (TFLOP/s/GPU): 347.1 | learning rate: 6.660000E-05 | global batch size: 16384 | lm loss: 4.547860E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.239 | num zeros: 258561392.0 | params norm: 13400.866 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 11:10:51] iteration      334/  100000 | consumed samples:      5472256 | elapsed time per iteration (ms): 47558.3 | throughput per GPU (TFLOP/s/GPU): 344.2 | learning rate: 6.680000E-05 | global batch size: 16384 | lm loss: 4.539114E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.041 | num zeros: 273921760.0 | params norm: 13400.783 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 11:11:37] iteration      335/  100000 | consumed samples:      5488640 | elapsed time per iteration (ms): 46232.9 | throughput per GPU (TFLOP/s/GPU): 354.1 | learning rate: 6.700000E-05 | global batch size: 16384 | lm loss: 4.514754E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.614 | num zeros: 258564064.0 | params norm: 13400.698 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 11:12:24] iteration      336/  100000 | consumed samples:      5505024 | elapsed time per iteration (ms): 46229.7 | throughput per GPU (TFLOP/s/GPU): 354.1 | learning rate: 6.720000E-05 | global batch size: 16384 | lm loss: 4.522340E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.916 | num zeros: 272898336.0 | params norm: 13400.614 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 11:13:11] iteration      337/  100000 | consumed samples:      5521408 | elapsed time per iteration (ms): 47061.1 | throughput per GPU (TFLOP/s/GPU): 347.9 | learning rate: 6.740000E-05 | global batch size: 16384 | lm loss: 4.528600E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.344 | num zeros: 271393056.0 | params norm: 13400.529 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 11:13:56] iteration      338/  100000 | consumed samples:      5537792 | elapsed time per iteration (ms): 45561.4 | throughput per GPU (TFLOP/s/GPU): 359.3 | learning rate: 6.760000E-05 | global batch size: 16384 | lm loss: 4.509883E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.341 | num zeros: 274758944.0 | params norm: 13400.443 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 11:14:42] iteration      339/  100000 | consumed samples:      5554176 | elapsed time per iteration (ms): 46218.3 | throughput per GPU (TFLOP/s/GPU): 354.2 | learning rate: 6.780000E-05 | global batch size: 16384 | lm loss: 4.480399E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.801 | num zeros: 275707360.0 | params norm: 13400.357 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 11:15:29] iteration      340/  100000 | consumed samples:      5570560 | elapsed time per iteration (ms): 46735.1 | throughput per GPU (TFLOP/s/GPU): 350.3 | learning rate: 6.800000E-05 | global batch size: 16384 | lm loss: 4.534460E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 4.328 | num zeros: 256284208.0 | params norm: 13400.271 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 11:16:16] iteration      341/  100000 | consumed samples:      5586944 | elapsed time per iteration (ms): 46685.5 | throughput per GPU (TFLOP/s/GPU): 350.7 | learning rate: 6.820000E-05 | global batch size: 16384 | lm loss: 4.524407E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.083 | num zeros: 271101792.0 | params norm: 13400.184 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 11:17:02] iteration      342/  100000 | consumed samples:      5603328 | elapsed time per iteration (ms): 45953.2 | throughput per GPU (TFLOP/s/GPU): 356.3 | learning rate: 6.840000E-05 | global batch size: 16384 | lm loss: 4.487525E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.909 | num zeros: 267653808.0 | params norm: 13400.097 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 11:17:49] iteration      343/  100000 | consumed samples:      5619712 | elapsed time per iteration (ms): 46712.5 | throughput per GPU (TFLOP/s/GPU): 350.5 | learning rate: 6.860000E-05 | global batch size: 16384 | lm loss: 4.474351E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 2.177 | num zeros: 280611520.0 | params norm: 13400.010 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 11:18:35] iteration      344/  100000 | consumed samples:      5636096 | elapsed time per iteration (ms): 46238.7 | throughput per GPU (TFLOP/s/GPU): 354.1 | learning rate: 6.880000E-05 | global batch size: 16384 | lm loss: 4.439188E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 1.555 | num zeros: 272413472.0 | params norm: 13399.921 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 11:19:21] iteration      345/  100000 | consumed samples:      5652480 | elapsed time per iteration (ms): 45962.8 | throughput per GPU (TFLOP/s/GPU): 356.2 | learning rate: 6.900000E-05 | global batch size: 16384 | lm loss: 4.441498E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 1.882 | num zeros: 269869632.0 | params norm: 13399.832 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 11:20:08] iteration      346/  100000 | consumed samples:      5668864 | elapsed time per iteration (ms): 47652.9 | throughput per GPU (TFLOP/s/GPU): 343.6 | learning rate: 6.920000E-05 | global batch size: 16384 | lm loss: 4.424368E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.468 | num zeros: 277814752.0 | params norm: 13399.743 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 11:20:56] iteration      347/  100000 | consumed samples:      5685248 | elapsed time per iteration (ms): 47580.7 | throughput per GPU (TFLOP/s/GPU): 344.1 | learning rate: 6.940000E-05 | global batch size: 16384 | lm loss: 4.410186E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 1.837 | num zeros: 264111776.0 | params norm: 13399.653 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 11:21:43] iteration      348/  100000 | consumed samples:      5701632 | elapsed time per iteration (ms): 46563.0 | throughput per GPU (TFLOP/s/GPU): 351.6 | learning rate: 6.960000E-05 | global batch size: 16384 | lm loss: 4.386954E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.508 | num zeros: 271449152.0 | params norm: 13399.561 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 11:22:29] iteration      349/  100000 | consumed samples:      5718016 | elapsed time per iteration (ms): 46760.7 | throughput per GPU (TFLOP/s/GPU): 350.1 | learning rate: 6.980000E-05 | global batch size: 16384 | lm loss: 4.379116E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.856 | num zeros: 265785552.0 | params norm: 13399.469 | number of skipped iterations:   0 | number of nan iterations:   0 |
